chapter_id,chapter_name,section_id,section_name,req_id,req_description,L
V1,Codificação e Sanitização,V1.2,Prevenção de Injeção,V1.2.10,"Verificar que a aplicação está protegida contra Injeção de CSV e Fórmulas. A aplicação deve seguir as regras de escape definidas nas seções 2.6 e 2.7 da RFC 4180 ao exportar conteúdo CSV. Adicionalmente, ao exportar para CSV ou outros formatos de planilha (como XLS, XLSX ou ODF), caracteres especiais (incluindo '=', '+', '-', '@', '\t' (tabulação) e '\0' (caractere nulo)) devem ser escapados com aspas simples se aparecerem como primeiro caractere em um campo.",3
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.1,Verificar que toda entrada HTML não confiável proveniente de editores WYSIWYG ou similares é sanitizada usando uma biblioteca de sanitização HTML conhecida e segura ou recurso de framework.,1
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.2,"Verificar que a aplicação evita o uso de eval() ou outros recursos de execução dinâmica de código, como Spring Expression Language (SpEL). Quando não houver alternativa, qualquer entrada do usuário incluída deve ser sanitizada antes de ser executada.",1
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.3,"Verificar que os dados passados para um contexto potencialmente perigoso são sanitizados previamente para aplicar medidas de segurança, como permitir apenas caracteres seguros para esse contexto e truncar entradas excessivamente longas.",2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.4,"Verificar que o conteúdo scriptável de Scalable Vector Graphics (SVG) fornecido pelo usuário é validado ou sanitizado para conter apenas tags e atributos (como elementos gráficos) que sejam seguros para a aplicação — por exemplo, sem scripts ou foreignObject.",2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.5,"Verificar que a aplicação sanitiza ou desabilita conteúdo scriptável ou em linguagem de template de expressão fornecido pelo usuário, como Markdown, folhas de estilo CSS ou XSL, BBCode ou similares.",2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.6,"Verificar que a aplicação protege contra ataques de Server-side Request Forgery (SSRF), validando dados não confiáveis contra uma lista de permissões de protocolos, domínios, caminhos e portas, e sanitizando caracteres potencialmente perigosos antes de usar os dados para chamar outro serviço.",2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.7,"Verificar que a aplicação protege contra ataques de injeção de templates, não permitindo que templates sejam construídos com base em entradas não confiáveis. Quando não houver alternativa, qualquer entrada não confiável incluída dinamicamente durante a criação do template deve ser sanitizada ou estritamente validada.",2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.8,Verificar que a aplicação sanitiza adequadamente entradas não confiáveis antes de usá-las em consultas JNDI (Java Naming and Directory Interface) e que o JNDI está configurado de forma segura para prevenir ataques de injeção de JNDI.,2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.9,Verificar que a aplicação sanitiza o conteúdo antes de enviá-lo ao memcache para prevenir ataques de injeção.,2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.10,Verificar que strings de formato que possam ser resolvidas de maneira inesperada ou maliciosa são sanitizadas antes de serem processadas.,2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.11,"Verificar que a aplicação sanitiza a entrada do usuário antes de passá-la para sistemas de e-mail, para proteger contra injeção de SMTP ou IMAP.",2
V1,Codificação e Sanitização,V1.3,Sanitização,V1.3.12,"Verificar que as expressões regulares estão livres de elementos que causem retrocesso exponencial, e garantir que a entrada não confiável seja sanitizada para mitigar ataques ReDoS ou de expressões regulares descontroladas.",3
V1,Codificação e Sanitização,V1.4,"Memória, Strings e Código Não Gerenciado",V1.4.1,"Verificar que a aplicação usa strings seguras em termos de memória, cópia de memória mais segura e aritmética de ponteiros para detectar ou prevenir estouros de pilha, buffer ou heap.",2
V1,Codificação e Sanitização,V1.4,"Memória, Strings e Código Não Gerenciado",V1.4.2,"Verificar que técnicas de validação de sinal, intervalo e entrada são usadas para prevenir estouros de inteiros.",2
V1,Codificação e Sanitização,V1.4,"Memória, Strings e Código Não Gerenciado",V1.4.3,"Verificar que a memória e os recursos alocados dinamicamente são liberados, e que referências ou ponteiros para memória liberada são removidos ou definidos como nulo para prevenir ponteiros pendentes e vulnerabilidades de use-after-free.",2
V1,Codificação e Sanitização,V1.5,Desserialização Segura,V1.5.1,"Verificar que a aplicação configura os parsers XML para usar uma configuração restritiva e que recursos inseguros, como a resolução de entidades externas, estão desabilitados para prevenir ataques de XML eXternal Entity (XXE).",1
V1,Codificação e Sanitização,V1.5,Desserialização Segura,V1.5.2,"Verificar que a desserialização de dados não confiáveis aplica tratamento seguro de entrada, como o uso de uma lista de permissões de tipos de objetos ou a restrição de tipos de objetos definidos pelo cliente, para prevenir ataques de desserialização. Mecanismos de desserialização explicitamente definidos como inseguros não devem ser usados com entradas não confiáveis.",2
V1,Codificação e Sanitização,V1.5,Desserialização Segura,V1.5.3,"Verificar que diferentes parsers usados na aplicação para o mesmo tipo de dado (por exemplo, parsers JSON, XML, URL) realizam o parsing de forma consistente e utilizam o mesmo mecanismo de codificação de caracteres, para evitar problemas como vulnerabilidades de interoperabilidade JSON ou comportamentos diferentes de parsing de URI ou arquivo que possam ser explorados em ataques de Remote File Inclusion (RFI) ou Server-side Request Forgery (SSRF).",3
V2,Validação e Lógica de Negócio,V2.1,Documentação de Validação e Lógica de Negócio,V2.1.1,"Verificar que a documentação da aplicação define regras de validação de entrada sobre como verificar a validade de itens de dados em relação a uma estrutura esperada. Isso pode incluir formatos de dados comuns, como números de cartão de crédito, endereços de e-mail, números de telefone, ou formatos de dados internos.",1
V2,Validação e Lógica de Negócio,V2.1,Documentação de Validação e Lógica de Negócio,V2.1.2,"Verificar que a documentação da aplicação define como validar a consistência lógica e contextual de itens de dados combinados, como verificar se o bairro e o CEP correspondem.",2
V2,Validação e Lógica de Negócio,V2.1,Documentação de Validação e Lógica de Negócio,V2.1.3,"Verificar que as expectativas de limites e validações da lógica de negócio estão documentadas, incluindo tanto por usuário quanto globalmente na aplicação.",2
V2,Validação e Lógica de Negócio,V2.2,Validação de Entrada,V2.2.1,"Verificar que a entrada é validada para aplicar as expectativas de negócio ou funcionais para essa entrada. Isso deve usar validação positiva com base em uma lista de permissões de valores, padrões e intervalos, ou basear-se na comparação da entrada com uma estrutura esperada e limites lógicos conforme regras predefinidas. Para L1, pode-se focar em entradas usadas para tomar decisões específicas de negócio ou segurança. Para L2 e acima, deve-se aplicar a todas as entradas.",1
V2,Validação e Lógica de Negócio,V2.2,Validação de Entrada,V2.2.2,"Verificar que a aplicação está projetada para aplicar a validação de entrada em uma camada de serviço confiável. Embora a validação no lado do cliente melhore a usabilidade e deva ser incentivada, ela não deve ser usada como controle de segurança.",1
V2,Validação e Lógica de Negócio,V2.2,Validação de Entrada,V2.2.3,Verificar que a aplicação garante que combinações de itens de dados relacionados são razoáveis de acordo com as regras predefinidas.,2
V2,Validação e Lógica de Negócio,V2.3,Segurança da Lógica de Negócio,V2.3.1,"Verificar que a aplicação processa fluxos de lógica de negócio para o mesmo usuário somente na ordem sequencial esperada, sem pular etapas.",1
V2,Validação e Lógica de Negócio,V2.3,Segurança da Lógica de Negócio,V2.3.2,"Verificar que os limites da lógica de negócio são implementados conforme a documentação da aplicação, para evitar que falhas de lógica de negócio sejam exploradas.",2
V2,Validação e Lógica de Negócio,V2.3,Segurança da Lógica de Negócio,V2.3.3,"Verificar que transações são usadas no nível da lógica de negócio, de modo que uma operação de lógica de negócio seja bem-sucedida em sua totalidade ou seja revertida ao estado correto anterior.",2
V2,Validação e Lógica de Negócio,V2.3,Segurança da Lógica de Negócio,V2.3.4,Verificar que mecanismos de bloqueio em nível de lógica de negócio são usados para garantir que recursos de quantidade limitada (como assentos em teatro ou slots de entrega) não possam ser reservados em duplicidade por meio da manipulação da lógica da aplicação.,2
V2,Validação e Lógica de Negócio,V2.3,Segurança da Lógica de Negócio,V2.3.5,"Verificar que fluxos de lógica de negócio de alto valor exigem aprovação de múltiplos usuários para evitar ações não autorizadas ou acidentais. Isso pode incluir, mas não se limita a, grandes transferências monetárias, aprovações de contratos, acesso a informações classificadas ou substituições de segurança em manufatura.",3
V2,Validação e Lógica de Negócio,V2.4,Anti-automação,V2.4.1,"Verificar que controles de anti-automação estão implementados para proteger contra chamadas excessivas a funções da aplicação que possam levar à exfiltração de dados, criação de dados inválidos, esgotamento de cotas, violações de limite de taxa, negação de serviço ou uso excessivo de recursos onerosos.",2
V2,Validação e Lógica de Negócio,V2.4,Anti-automação,V2.4.2,"Verificar que os fluxos de lógica de negócio exigem temporização realista para um humano, prevenindo submissões de transações excessivamente rápidas.",3
V3,Segurança de Frontend Web,V3.1,Documentação de Segurança de Frontend Web,V3.1.1,"Verificar que a documentação da aplicação declara os recursos de segurança esperados que os navegadores que usam a aplicação devem suportar (como HTTPS, HTTP Strict Transport Security (HSTS), Content Security Policy (CSP) e outros mecanismos relevantes de segurança HTTP). Também deve definir como a aplicação deve se comportar quando alguns desses recursos não estiverem disponíveis (como avisar o usuário ou bloquear o acesso).",3
V3,Segurança de Frontend Web,V3.2,Interpretação Não Intencional de Conteúdo,V3.2.1,"Verificar que controles de segurança estão implementados para evitar que os navegadores renderizem conteúdo ou funcionalidade em respostas HTTP em um contexto incorreto (por exemplo, quando uma API, arquivo enviado pelo usuário ou outro recurso é solicitado diretamente). Os controles possíveis podem incluir: não servir o conteúdo a menos que campos de cabeçalho HTTP (como Sec-Fetch-*) indiquem que é o contexto correto, usar a diretiva sandbox do cabeçalho Content-Security-Policy ou usar o tipo de disposição de anexo no cabeçalho Content-Disposition.",1
V3,Segurança de Frontend Web,V3.2,Interpretação Não Intencional de Conteúdo,V3.2.2,"Verificar que o conteúdo destinado a ser exibido como texto, em vez de renderizado como HTML, é tratado usando funções de renderização seguras (como createTextNode ou textContent) para prevenir a execução não intencional de conteúdo como HTML ou JavaScript.",1
V3,Segurança de Frontend Web,V3.2,Interpretação Não Intencional de Conteúdo,V3.2.3,"Verificar que a aplicação evita o DOM clobbering ao usar JavaScript no lado do cliente, por meio de declarações explícitas de variáveis, verificação de tipo estrita, evitando armazenar variáveis globais no objeto document e implementando isolamento de namespace.",3
V3,Segurança de Frontend Web,V3.3,Configuração de Cookies,V3.3.1,"Verificar que os cookies têm o atributo 'Secure' definido e que, se o prefixo '__Host-' não for usado para o nome do cookie, o prefixo '__Secure-' deve ser usado.",1
V3,Segurança de Frontend Web,V3.3,Configuração de Cookies,V3.3.2,"Verificar que o valor do atributo 'SameSite' de cada cookie é definido de acordo com a finalidade do cookie, para limitar a exposição a ataques de redirecionamento de interface de usuário e ataques de falsificação de requisição baseados no navegador, comumente conhecidos como cross-site request forgery (CSRF).",2
V3,Segurança de Frontend Web,V3.3,Configuração de Cookies,V3.3.3,"Verificar que os cookies possuem o prefixo '__Host-' para o nome do cookie, a menos que sejam explicitamente projetados para ser compartilhados com outros hosts.",2
V3,Segurança de Frontend Web,V3.3,Configuração de Cookies,V3.3.4,"Verificar que, se o valor de um cookie não deve ser acessível a scripts no lado do cliente (como um token de sessão), o cookie deve ter o atributo 'HttpOnly' definido e o mesmo valor (por exemplo, token de sessão) deve ser transferido ao cliente apenas via campo de cabeçalho 'Set-Cookie'.",2
V3,Segurança de Frontend Web,V3.3,Configuração de Cookies,V3.3.5,"Verificar que, ao gravar um cookie, o comprimento combinado do nome e valor do cookie não ultrapasse 4096 bytes. Cookies excessivamente grandes não serão armazenados pelo navegador e, portanto, não serão enviados com as requisições, impedindo o usuário de usar funcionalidades da aplicação que dependem desse cookie.",3
V3,Segurança de Frontend Web,V3.4,Cabeçalhos de Mecanismos de Segurança do Navegador,V3.4.1,"Verificar que um campo de cabeçalho Strict-Transport-Security está incluído em todas as respostas para aplicar uma política de HTTP Strict Transport Security (HSTS). Uma idade máxima de pelo menos 1 ano deve ser definida e, para L2 e acima, a política deve se aplicar a todos os subdomínios.",1
V3,Segurança de Frontend Web,V3.4,Cabeçalhos de Mecanismos de Segurança do Navegador,V3.4.2,"Verificar que o campo de cabeçalho Access-Control-Allow-Origin do Cross-Origin Resource Sharing (CORS) é um valor fixo definido pela aplicação ou, se o valor do campo de cabeçalho Origin da requisição HTTP for usado, ele é validado em relação a uma lista de permissões de origens confiáveis. Quando 'Access-Control-Allow-Origin: *' precisar ser usado, verificar que a resposta não inclui nenhuma informação sensível.",1
V3,Segurança de Frontend Web,V3.4,Cabeçalhos de Mecanismos de Segurança do Navegador,V3.4.3,"Verificar que as respostas HTTP incluem um campo de cabeçalho de resposta Content-Security-Policy que define diretivas para garantir que o navegador carregue e execute apenas conteúdo ou recursos confiáveis, a fim de limitar a execução de JavaScript malicioso. No mínimo, uma política global deve ser usada incluindo as diretivas object-src 'none' e base-uri 'none', e deve definir uma lista de permissões ou usar nonces ou hashes. Para uma aplicação L3, uma política por resposta com nonces ou hashes deve ser definida.",2
V3,Segurança de Frontend Web,V3.4,Cabeçalhos de Mecanismos de Segurança do Navegador,V3.4.4,"Verificar que todas as respostas HTTP contêm um campo de cabeçalho 'X-Content-Type-Options: nosniff'. Isso instrui os navegadores a não usar detecção de conteúdo e adivinhação de tipo MIME para a resposta, exigindo que o valor do campo de cabeçalho Content-Type da resposta corresponda ao recurso de destino. Por exemplo, a resposta a uma requisição de estilo só é aceita se o Content-Type da resposta for 'text/css'. Isso também habilita o uso da funcionalidade Cross-Origin Read Blocking (CORB) pelo navegador.",2
V3,Segurança de Frontend Web,V3.4,Cabeçalhos de Mecanismos de Segurança do Navegador,V3.4.5,"Verificar que a aplicação define uma política de referrer para prevenir o vazamento de dados tecnicamente sensíveis para serviços de terceiros via campo de cabeçalho HTTP 'Referer'. Isso pode ser feito usando o campo de cabeçalho HTTP de resposta Referrer-Policy ou por meio de atributos de elementos HTML. Dados sensíveis podem incluir dados de caminho e consulta na URL e, para aplicações internas não públicas, também o hostname.",2
V3,Segurança de Frontend Web,V3.4,Cabeçalhos de Mecanismos de Segurança do Navegador,V3.4.6,"Verificar que a aplicação web usa a diretiva frame-ancestors do cabeçalho Content-Security-Policy em todas as respostas HTTP para garantir que ela não possa ser incorporada por padrão, e que a incorporação de recursos específicos seja permitida apenas quando necessário. Observar que o campo de cabeçalho X-Frame-Options, embora suportado por navegadores, está obsoleto e não deve ser utilizado como referência.",2
V3,Segurança de Frontend Web,V3.4,Cabeçalhos de Mecanismos de Segurança do Navegador,V3.4.7,Verificar que o campo de cabeçalho Content-Security-Policy especifica um local para reportar violações.,3
V3,Segurança de Frontend Web,V3.4,Cabeçalhos de Mecanismos de Segurança do Navegador,V3.4.8,"Verificar que todas as respostas HTTP que iniciam a renderização de um documento (como respostas com Content-Type text/html) incluem o campo de cabeçalho Cross-Origin-Opener-Policy com a diretiva same-origin ou a diretiva same-origin-allow-popups conforme necessário. Isso previne ataques que abusam do acesso compartilhado a objetos Window, como tabnabbing e contagem de frames.",3
V3,Segurança de Frontend Web,V3.5,Separação de Origem do Navegador,V3.5.1,"Verificar que, se a aplicação não depende do mecanismo de preflight de CORS para prevenir requisições cross-origin não permitidas que usem funcionalidades sensíveis, essas requisições são validadas para garantir que se originam da própria aplicação. Isso pode ser feito usando e validando tokens anti-falsificação ou exigindo campos de cabeçalho HTTP extras que não sejam campos de cabeçalho de requisição seguros pelo CORS. Isso serve para defender contra ataques de falsificação de requisição baseados no navegador, comumente conhecidos como cross-site request forgery (CSRF).",1
V3,Segurança de Frontend Web,V3.5,Separação de Origem do Navegador,V3.5.2,"Verificar que, se a aplicação depende do mecanismo de preflight de CORS para prevenir o uso cross-origin não permitido de funcionalidades sensíveis, não é possível chamar essa funcionalidade com uma requisição que não acione uma requisição de preflight CORS. Isso pode exigir a verificação dos valores dos campos de cabeçalho de requisição 'Origin' e 'Content-Type' ou o uso de um campo de cabeçalho extra que não seja um cabeçalho seguro pelo CORS.",1
V3,Segurança de Frontend Web,V3.5,Separação de Origem do Navegador,V3.5.3,"Verificar que as requisições HTTP para funcionalidades sensíveis usam métodos HTTP adequados como POST, PUT, PATCH ou DELETE, e não métodos definidos pela especificação HTTP como 'seguros', como HEAD, OPTIONS ou GET. Alternativamente, a validação estrita dos campos de cabeçalho de requisição Sec-Fetch-* pode ser usada para garantir que a requisição não originou de uma chamada cross-origin inadequada, de uma requisição de navegação ou de um carregamento de recurso (como origem de imagem) onde isso não é esperado.",1
V3,Segurança de Frontend Web,V3.5,Separação de Origem do Navegador,V3.5.4,"Verificar que aplicações separadas são hospedadas em hostnames diferentes para aproveitar as restrições fornecidas pela política de mesma origem, incluindo como documentos ou scripts carregados por uma origem podem interagir com recursos de outra origem, e restrições baseadas em hostname em cookies.",2
V3,Segurança de Frontend Web,V3.5,Separação de Origem do Navegador,V3.5.5,Verificar que mensagens recebidas pela interface postMessage são descartadas se a origem da mensagem não for confiável ou se a sintaxe da mensagem for inválida.,2
V3,Segurança de Frontend Web,V3.5,Separação de Origem do Navegador,V3.5.6,Verificar que a funcionalidade JSONP não está habilitada em nenhum lugar da aplicação para evitar ataques de Cross-Site Script Inclusion (XSSI).,3
V3,Segurança de Frontend Web,V3.5,Separação de Origem do Navegador,V3.5.7,"Verificar que dados que requerem autorização não estão incluídos em respostas de recursos script, como arquivos JavaScript, para prevenir ataques de Cross-Site Script Inclusion (XSSI).",3
V3,Segurança de Frontend Web,V3.5,Separação de Origem do Navegador,V3.5.8,"Verificar que recursos autenticados (como imagens, vídeos, scripts e outros documentos) só podem ser carregados ou incorporados em nome do usuário quando pretendido. Isso pode ser feito por validação estrita dos campos de cabeçalho HTTP Sec-Fetch-* para garantir que a requisição não originou de uma chamada cross-origin inadequada, ou definindo um campo de cabeçalho HTTP de resposta Cross-Origin-Resource-Policy restritivo para instruir o navegador a bloquear o conteúdo retornado.",3
V3,Segurança de Frontend Web,V3.6,Integridade de Recursos Externos,V3.6.1,"Verificar que ativos no lado do cliente, como bibliotecas JavaScript, CSS ou fontes web, só são hospedados externamente (por exemplo, em uma Rede de Distribuição de Conteúdo) se o recurso for estático e versionado e se a Subresource Integrity (SRI) for usada para validar a integridade do ativo. Se isso não for possível, deve haver uma decisão de segurança documentada para justificar isso para cada recurso.",3
V3,Segurança de Frontend Web,V3.7,Outras Considerações de Segurança do Navegador,V3.7.1,"Verificar que a aplicação usa apenas tecnologias do lado do cliente que ainda são suportadas e consideradas seguras. Exemplos de tecnologias que não atendem a esse requisito incluem plugins NSAPI, Flash, Shockwave, ActiveX, Silverlight, NACL ou applets Java no lado do cliente.",2
V3,Segurança de Frontend Web,V3.7,Outras Considerações de Segurança do Navegador,V3.7.2,Verificar que a aplicação só redireciona automaticamente o usuário para um hostname ou domínio diferente (que não é controlado pela aplicação) quando o destino consta em uma lista de permissões.,2
V3,Segurança de Frontend Web,V3.7,Outras Considerações de Segurança do Navegador,V3.7.3,"Verificar que a aplicação exibe uma notificação quando o usuário está sendo redirecionado para uma URL fora do controle da aplicação, com opção de cancelar a navegação.",3
V3,Segurança de Frontend Web,V3.7,Outras Considerações de Segurança do Navegador,V3.7.4,"Verificar que o domínio de nível superior da aplicação (por exemplo, site.tld) foi adicionado à lista de pré-carregamento público de HTTP Strict Transport Security (HSTS). Isso garante que o uso de TLS para a aplicação seja incorporado diretamente nos principais navegadores, em vez de depender apenas do campo de cabeçalho de resposta Strict-Transport-Security.",3
V3,Segurança de Frontend Web,V3.7,Outras Considerações de Segurança do Navegador,V3.7.5,Verificar que a aplicação se comporta conforme documentado (como avisar o usuário ou bloquear o acesso) se o navegador usado para acessar a aplicação não suportar os recursos de segurança esperados.,3
V4,API e Serviço Web,V4.1,Segurança Genérica de Serviços Web,V4.1.1,"Verificar que toda resposta HTTP com corpo de mensagem contém um campo de cabeçalho Content-Type que corresponde ao conteúdo real da resposta, incluindo o parâmetro charset para especificar a codificação de caracteres segura (por exemplo, UTF-8, ISO-8859-1) conforme os tipos de mídia IANA, como ""text/"", ""/+xml"" e ""/xml"".",1
V4,API e Serviço Web,V4.1,Segurança Genérica de Serviços Web,V4.1.2,"Verificar que apenas endpoints voltados ao usuário (destinados ao acesso manual via navegador web) redirecionam automaticamente de HTTP para HTTPS, enquanto outros serviços ou endpoints não implementam redirecionamentos transparentes. Isso evita uma situação em que um cliente envia erroneamente requisições HTTP não criptografadas, mas como as requisições são automaticamente redirecionadas para HTTPS, o vazamento de dados sensíveis passa despercebido.",2
V4,API e Serviço Web,V4.1,Segurança Genérica de Serviços Web,V4.1.3,"Verificar que qualquer campo de cabeçalho HTTP usado pela aplicação e definido por uma camada intermediária, como um balanceador de carga, proxy web ou serviço backend-for-frontend, não pode ser sobrescrito pelo usuário final. Exemplos de cabeçalhos podem incluir X-Real-IP, X-Forwarded-* ou X-User-ID.",2
V4,API e Serviço Web,V4.1,Segurança Genérica de Serviços Web,V4.1.4,Verificar que apenas os métodos HTTP explicitamente suportados pela aplicação ou sua API (incluindo OPTIONS durante requisições preflight) podem ser usados e que métodos não utilizados estão bloqueados.,3
V4,API e Serviço Web,V4.1,Segurança Genérica de Serviços Web,V4.1.5,Verificar que assinaturas digitais por mensagem são usadas para fornecer garantia adicional além das proteções de transporte para requisições ou transações altamente sensíveis ou que atravessam vários sistemas.,3
V4,API e Serviço Web,V4.2,Validação da Estrutura de Mensagens HTTP,V4.2.1,"Verificar que todos os componentes da aplicação (incluindo balanceadores de carga, firewalls e servidores de aplicação) determinam os limites de mensagens HTTP recebidas usando o mecanismo adequado para a versão HTTP, a fim de prevenir HTTP request smuggling. Em HTTP/1.x, se um campo de cabeçalho Transfer-Encoding estiver presente, o Content-Length deve ser ignorado conforme a RFC 2616. Ao usar HTTP/2 ou HTTP/3, se um campo de cabeçalho Content-Length estiver presente, o receptor deve garantir que seja consistente com o comprimento dos frames DATA.",2
V4,API e Serviço Web,V4.2,Validação da Estrutura de Mensagens HTTP,V4.2.2,"Verificar que, ao gerar mensagens HTTP, o campo de cabeçalho Content-Length não conflita com o comprimento do conteúdo determinado pelo enquadramento do protocolo HTTP, a fim de prevenir ataques de request smuggling.",3
V4,API e Serviço Web,V4.2,Validação da Estrutura de Mensagens HTTP,V4.2.3,"Verificar que a aplicação não envia nem aceita mensagens HTTP/2 ou HTTP/3 com campos de cabeçalho específicos de conexão, como Transfer-Encoding, para prevenir ataques de divisão de resposta e injeção de cabeçalho.",3
V4,API e Serviço Web,V4.2,Validação da Estrutura de Mensagens HTTP,V4.2.4,"Verificar que a aplicação aceita apenas requisições HTTP/2 e HTTP/3 onde os campos de cabeçalho e valores não contêm sequências CR (\r), LF (\n) ou CRLF (\r\n), para prevenir ataques de injeção de cabeçalho.",3
V4,API e Serviço Web,V4.2,Validação da Estrutura de Mensagens HTTP,V4.2.5,"Verificar que, se a aplicação (backend ou frontend) constrói e envia requisições, ela usa validação, sanitização ou outros mecanismos para evitar a criação de URIs (como para chamadas de API) ou campos de cabeçalho HTTP (como Authorization ou Cookie) que sejam longos demais para serem aceitos pelo componente receptor. Isso poderia causar negação de serviço, como ao enviar uma requisição excessivamente longa (por exemplo, um campo de cabeçalho de cookie longo), que resulta no servidor sempre respondendo com um status de erro.",3
V4,API e Serviço Web,V4.3,GraphQL,V4.3.1,"Verificar que uma lista de permissões de consultas, limitação de profundidade, limitação de quantidade ou análise de custo de consulta é usada para prevenir Negação de Serviço (DoS) em GraphQL ou em camadas de expressão de dados como resultado de consultas aninhadas caras.",2
V4,API e Serviço Web,V4.3,GraphQL,V4.3.2,"Verificar que as consultas de introspecção do GraphQL estão desabilitadas no ambiente de produção, a menos que a API GraphQL seja destinada ao uso por outras partes.",2
V4,API e Serviço Web,V4.4,WebSocket,V4.4.1,Verificar que WebSocket sobre TLS (WSS) é usado para todas as conexões WebSocket.,1
V4,API e Serviço Web,V4.4,WebSocket,V4.4.2,"Verificar que, durante o handshake HTTP inicial do WebSocket, o campo de cabeçalho Origin é verificado em relação a uma lista de origens permitidas para a aplicação.",2
V4,API e Serviço Web,V4.4,WebSocket,V4.4.3,"Verificar que, se o gerenciamento de sessão padrão da aplicação não puder ser usado, tokens dedicados estejam sendo usados para isso, em conformidade com os requisitos de segurança de Gerenciamento de Sessão relevantes.",2
V4,API e Serviço Web,V4.4,WebSocket,V4.4.4,Verificar que tokens dedicados de gerenciamento de sessão WebSocket são inicialmente obtidos ou validados por meio da sessão HTTPS previamente autenticada ao fazer a transição de uma sessão HTTPS existente para um canal WebSocket.,2
V5,Manipulação de Arquivos,V5.1,Documentação de Manipulação de Arquivos,V5.1.1,"Verificar que a documentação define os tipos de arquivos permitidos, extensões de arquivo esperadas e tamanho máximo (incluindo o tamanho descompactado) para cada funcionalidade de upload. Além disso, garantir que a documentação especifique como os arquivos são tornados seguros para download e processamento pelos usuários finais, como o comportamento da aplicação quando um arquivo malicioso é detectado.",2
V5,Manipulação de Arquivos,V5.2,Upload de Arquivos e Conteúdo,V5.2.1,Verificar que a aplicação aceitará apenas arquivos de tamanho que ela possa processar sem causar perda de desempenho ou um ataque de negação de serviço.,1
