chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
V1,Encoding and Sanitization,V1.2,پیشگیری از تزریق,V1.2.9,برنامه کاراکترهای ویژه در عبارات Regex  را escape می‌کند (معمولاً با استفاده از \)، تا این کاراکترها به‌اشتباه به‌عنوان متاکاراکتر تفسیر نشوند.,,✓,✓,,
V1,Encoding and Sanitization,V1.2,پیشگیری از تزریق,V1.2.10,برنامه در برابر حملات تزریق CSV و فرمول (Formula Injection) محافظت شده است. برنامه باید هنگام خروجی‌ گرفتن فایل‌های CSV، از قوانین escape تعیین‌شده در بخش‌های ۲.۶ و ۲.۷ استاندارد RFC 4180 پیروی کند. همچنین، هنگام خروجی گرفتن به فرمت CSV یا سایر فرمت‌های صفحه‌گسترده (مانند XLS، XLSX یا ODF)، اگر کاراکترهای ویژه‌ای مانند '='، '+'، '-'، '@'، \t (tab) و 0\ (Null character) در ابتدای مقدار یک فیلد قرار داشته باشند، باید با یک تک‌کوتیشن (') escape شوند.,,,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.1,تمام ورودی‌های HTML غیرقابل اعتماد (مثلاً از طریق ویرایشگرهای WYSIWYG یا ابزارهای مشابه)، با استفاده از یک کتابخانه یا قابلیت امن و معتبر sanitization (پاک‌سازی) ‌شوند.,✓,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.2,برنامه استفاده از تابعeval یا سایر قابلیت‌های اجرای پویا (dynamic) کد، مانند Spring Expression Language (SpEL)، اجتناب ‌کند. در مواردی که استفاده از این قابلیت‌ها اجتناب‌ناپذیر است، ورودی‌های کاربر که در اجرای کد گنجانده می‌شوند باید پیش از اجرا، به‌طور کامل پاک‌سازی (sanitized) شوند.,✓,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.3,بخش‌های حائز اهمیت که احتمال وقوع حملات ناشی از ورودی‌های کاربر در آنها بالاست؛ باید پیشاپیش عملیاتSanitization  جهت اقدامات ایمنی روی داده‌ها انجام شود؛ برای مثال، تنها کاراکترهایی که برای آن محتوا ایمن محسوب می‌شوند مجاز باشند، و ورودی‌های بیش‌از‌حد بلند نیز کوتاه (trim) شوند.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.4,محتوای اسکریپت‌پذیر (scriptable) فایل‌های SVG که توسط کاربر ارائه می‌شود، مورد اعتبارسنجی یا پاک‌سازی (sanitization) قرار گرفته باشد تا فقط شامل تگ‌ها و ویژگی‌هایی (attributes) باشد که برای برنامه ایمن هستند؛ برای مثال، از درج اسکریپت‌ها و عناصر خطرناک مانند foreignObject جلوگیری شده باشد.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.5,برنامه محتوای زبان‌های قالب‌نویسی یا اسکریپت‌پذیر ارائه‌شده توسط کاربر، مانند Markdown، CSS یا استایل‌شیت‌های XSL، BBCode یا موارد مشابه را پاک‌سازی (sanitize) کرده یا غیرفعال کرده باشد.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.6,برنامه در برابر حملات جعل درخواست سمت سرور (SSRF) محافظت شده باشد؛ به این صورت که داده‌های غیرقابل اعتماد را در برابر یک لیست مجاز از پروتکل‌ها، دامنه‌ها، مسیرها و پورت‌ها اعتبارسنجی کرده و کاراکترهای بالقوه خطرناک را پیش از استفاده از داده برای فراخوانی سرویس دیگر پاک‌سازی (sanitize) می‌کند.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.7,برنامه در برابر حملات تزریق قالب (Template Injection) محافظت شده باشد؛ به این صورت که ساخت قالب‌ها بر پایه داده‌های غیرقابل اعتماد مجاز نباشد. در صورتی که هیچ راه‌حل جایگزینی وجود نداشته باشد، هرگونه ورودی غیرقابل اعتماد که به‌صورت پویا در فرآیند ایجاد قالب وارد می‌شود، باید پیش از استفاده یا پاک‌سازی (sanitize) شود یا به‌صورت سخت‌گیرانه اعتبارسنجی (validate) گردد.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.8,برنامه، ورودی غیرقابل اعتماد را پیش از استفاده در کوئری‌های Java Naming and Directory Interface (JNDI) به‌درستی پاک‌سازی (sanitize) می‌کند و همچنین اطمینان حاصل شود که پیکربندی JNDI به‌گونه‌ای امن انجام شده تا از بروز حملات تزریق JNDI جلوگیری شود.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.9,برنامه، محتوا را پیش از ارسال به memcache پاک‌سازی (sanitize) می‌کند تا از حملات تزریق (injection attacks) جلوگیری شود.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.10,رشته‌های قالب‌بندی (format strings) که ممکن است هنگام استفاده، به‌شکلی ناخواسته یا مخرب تفسیر شوند، پیش از پردازش پاک‌سازی (sanitize) شوند.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.11,برنامه ورودی‌های کاربر را پیش از ارسال به سامانه‌های ایمیل (مانند SMTP یا IMAP) پاک‌سازی (sanitize) ‌کند تا از حملات تزریق در SMTP یا IMAP جلوگیری شود.,,✓,✓,,
V1,Encoding and Sanitization,V1.3,پاک‌سازی (Sanitization),V1.3.12,عبارات منظم (Regular Expressions) عاری از اجزایی هستند که باعث بازگشت‌پذیری نمایی (exponential backtracking) می‌شوند، و همچنین ورودی‌های غیرقابل اعتماد به‌درستی پاک‌سازی (sanitize) شوند تا از حملات ReDoS (انکار سرویس با استفاده از عبارات منظم) یا Runaway Regex جلوگیری گردد.,,,✓,,
V1,Encoding and Sanitization,V1.4,"حافظه، رشته و کد بدون مدیریت (Memory, String, and Unmanaged Code)",V1.4.1,برنامه از رشته‌های ایمن از نظر مدیریت حافظه، کپی حافظه‌ای ایمن‌تر و حساب‌گری ایمن‌تر روی اشاره‌گرها استفاده می‌کند تا از سرریز پشته (stack overflow)، سرریز بافر (buffer overflow) یا سرریز حافظه پویای (heap overflow) جلوگیری کرده یا آن‌ها را شناسایی کند.,,✓,✓,,
V1,Encoding and Sanitization,V1.4,"حافظه، رشته و کد بدون مدیریت (Memory, String, and Unmanaged Code)",V1.4.2,از تکنیک‌های اعتبارسنجی علامت (sign validation)، محدوده (range validation) و ورودی (input validation) استفاده شده است تا از بروز سرریز عدد صحیح (integer overflow) جلوگیری شود.,,✓,✓,,
V1,Encoding and Sanitization,V1.4,"حافظه، رشته و کد بدون مدیریت (Memory, String, and Unmanaged Code)",V1.4.3,حافظه و منابعی که به‌صورت پویا تخصیص داده شده‌اند، به‌درستی آزاد (release) می‌شوند و همچنین ارجاع‌ها یا اشاره‌گرها (pointers) به حافظه آزادشده حذف یا به null تنظیم می‌شوند تا از اشاره‌گرهای معلق (dangling pointers) و آسیب‌پذیری‌های استفاده پس از آزادسازی (use-after-free) جلوگیری شود.,,✓,✓,,
V1,Encoding and Sanitization,V1.5,سریال‌زدایی ایمن (Safe Deserialization),V1.5.1,برنامه، XML Parserها را به‌گونه‌ای پیکربندی کرده باشد که از تنظیمات محدودکننده استفاده کنند، و ویژگی‌های ناایمنی مانند resolve کردن موجودیت‌های خارجی (external entities) غیرفعال شده باشند تا از حملات XML External Entity (XXE) جلوگیری شود.,✓,✓,✓,,
V1,Encoding and Sanitization,V1.5,سریال‌زدایی ایمن (Safe Deserialization),V1.5.2,فرآیند deserialization داده‌های غیرقابل‌اعتماد، با اجرای مدیریت ایمن ورودی‌ها همراه باشد؛ برای مثال، استفاده از لیست مجاز (allowlist) انواع objectها یا محدود کردن انواع تعریف‌شده توسط کلاینت برای جلوگیری از حملات مرتبط با deserialization. همچنین، مکانیزم‌های deserialization که به‌طور صریح به‌عنوان ناایمن شناخته شده‌اند، نباید با داده‌های غیرقابل‌اعتماد مورد استفاده قرار گیرند.,,✓,✓,,
V1,Encoding and Sanitization,V1.5,سریال‌زدایی ایمن (Safe Deserialization),V1.5.3,Parser های مختلفی که در برنامه برای یک نوع داده مشخص استفاده می‌شوند (برای مثال: Parser های JSON، XML یا URL)، رفتار تحلیلی یکسانی دارند و از مکانیزم یکسانی برای encoding کاراکترها استفاده می‌کنند، تا از بروز مشکلاتی مانند آسیب‌پذیری در سازگاری JSON (JSON Interoperability) یا تفاوت در نحوه تحلیل URI یا مسیر فایل که ممکن است در حملات RFI یا SSRF سوءاستفاده شود، جلوگیری شود.,,,✓,,
V2,Validation and Business Logic,V2.1,مستندات اعتبارسنجی و منطق کسب‌وکار ( Validation and Business Logic Documentation),V2.1.1,قوانین اعتبارسنجی ورودی‌های برنامه (مندرج در مستندات برنامه) ‌باید چگونگی بررسی صحت داده‌ها را مطابق با ساختار مورد انتظار مشخص نماید. این ساختار می‌تواند شامل فرمت‌های رایج داده مانند شماره کارت اعتباری، آدرس ایمیل، شماره تلفن یا یک قالب داده‌ای داخلی باشد.,✓,✓,✓,,
V2,Validation and Business Logic,V2.1,مستندات اعتبارسنجی و منطق کسب‌وکار ( Validation and Business Logic Documentation),V2.1.2,قوانین اعتبارسنجی ورودی‌های برنامه (مندرج در مستندات برنامه) باید چگونگی بررسی سازگاری مناسب بین داده‌‌های ترکیب شده (از نظر مفهومی و متنی) را مشخص نماید؛ مانند تطبیق کدپستی با نام محله.,,✓,✓,,
V2,Validation and Business Logic,V2.1,مستندات اعتبارسنجی و منطق کسب‌وکار ( Validation and Business Logic Documentation),V2.1.3,انتظارات مربوط به محدودیت‌ها و اعتبارسنجی‌های منطق کسب و کار مستند شده باشند؛ این مستندات باید شامل محدودیت‌ها در سطح هر کاربر و محدودیت‌های عمومی در سطح برنامه باشند.,,✓,✓,,
V2,Validation and Business Logic,V2.2,اعتبارسنجی ورودی (Input Validation),V2.2.1,ورودی‌ها باید به‌منظور اعمال انتظارات کسب و کار یا عملکردی مرتبط با آن‌ها اعتبارسنجی ‌شوند.این اعتبارسنجی باید یکی از این دو روش زیر را داشته باشد، استفاده از اعتبارسنجی مثبت (Positive Validation) مبتنی بر فهرست مجاز از مقادیر، الگوها یا بازه‌های قابل قبول و تطبیق با ساختار مورد انتظار و محدودیت‌های منطقی، بر اساس قوانین از پیش تعریف‌شده. برای سطح 1 (L1)، تمرکز می‌تواند بر ورودی‌هایی باشد که در تصمیم‌گیری‌های خاص تجاری یا امنیتی استفاده می‌شوند. برای سطح 2 و بالاتر، این اعتبارسنجی باید شامل تمام ورودی‌ها باشد.,✓,✓,✓,,
V2,Validation and Business Logic,V2.2,اعتبارسنجی ورودی (Input Validation),V2.2.2,برنامه به‌گونه‌ای طراحی شود که اعتبارسنجی ورودی را در لایه‌ قابل اعتمادی از سرویس (Trusted Service Layer) اعمال کند. هرچند اعتبارسنجی سمت کلاینت (Client-side Validation) باعث بهبود تجربه کاربری می‌شود و توصیه می‌گردد، اما نباید به‌عنوان یک کنترل امنیتی اتکا شود.,✓,✓,✓,,
V2,Validation and Business Logic,V2.2,اعتبارسنجی ورودی (Input Validation),V2.2.3,برنامه باید اطمینان حاصل نماید که ترکیب داده‌های مربوطه با توجه به قوانین از پیش تعریف‌شده معقول و منطقی باشد.,,✓,✓,,
V2,Validation and Business Logic,V2.3,امنیت منطق کسب‌وکار (Business Logic Security),V2.3.1,اطمینان حاصل شود که برنامه فقط جریان‌های منطق تجاری را برای همان کاربر و طبق ترتیب گام‌به‌گام از پیش تعیین شده و مورد انتظار پردازش می‌کند و امکان رد کردن مراحل (Skipping Steps) وجود ندارد.,✓,✓,✓,,
V2,Validation and Business Logic,V2.3,امنیت منطق کسب‌وکار (Business Logic Security),V2.3.2,اطمینان حاصل شود که محدودیت‌های منطق تجاری مطابق با مستندات برنامه پیاده‌سازی شده‌اند، تا از سوء‌استفاده از نقص‌های منطقی جلوگیری شود.,,✓,✓,,
V2,Validation and Business Logic,V2.3,امنیت منطق کسب‌وکار (Business Logic Security),V2.3.3,تراکنش‌های سطح منطق کسب‌وکار (business logic) باید به‌گونه‌ای استفاده شوند که یا یک عملیات منطق کسب‌وکار به‌طور کامل با موفقیت انجام شود، یا در صورت بروز خطا، به حالت صحیح قبلی بازگردد(rollback) شود.,,✓,✓,,
V2,Validation and Business Logic,V2.3,امنیت منطق کسب‌وکار (Business Logic Security),V2.3.4,در منطق کسب‌وکار (business logic)باید از مکانیزم‌های قفل‌گذاری (locking) استفاده شده باشد تا اطمینان حاصل شود که منابع محدود (مانند صندلی‌های سینما یا بازه‌های زمانی تحویل)، قابل رزرو دوباره (double-booked) از طریق دستکاری منطق برنامه نباشند.,,✓,✓,,
V2,Validation and Business Logic,V2.3,امنیت منطق کسب‌وکار (Business Logic Security),V2.3.5,اطمینان حاصل شود که جریان‌های منطق کسب و کاری با ارزش بالا نیازمند تایید چند کاربره (Multi-user Approval) هستند تا از اقدامات غیرمجاز یا تصادفی جلوگیری شود. این موارد می‌تواند شامل – اما نه محدود به – انتقال‌های مالی بزرگ، تایید قرارداد‌ها، دسترسی به اطلاعات طبقه‌بنده شده، یا غیرفعال‌سازی‌های ایمنی در محیط‌های تولید صنعتی باشد.,,,✓,,
V2,Validation and Business Logic,V2.4,مقابله با خودکارسازی (Anti-automation),V2.4.1,کنترل‌های ضد خودکارسازی (Anti-Automation) در سیستم پیاده‌سازی شده باشند تا از سوءاستفاده‌هایی مانند فراخوانی بیش از حد توابع برنامه جلوگیری شود؛ چرا که این نوع حملات می‌توانند منجر به استخراج غیرمجاز داده‌ها، تولید داده‌های زائد، مصرف کامل سهمیه‌ها، عبور از محدودیت‌های نرخ (Rate Limit)، ایجاد اختلال در سرویس (DoS) یا استفاده بیش از حد از منابع گران‌قیمت شوند.,,✓,✓,,
V2,Validation and Business Logic,V2.4,مقابله با خودکارسازی (Anti-automation),V2.4.2,بررسی کنید که جریان‌های منطق کسب‌وکار (Business Logic Flows) به گونه‌ای طراحی شده باشند که نیازمند زمان‌بندی واقعی انسان باشند، و از ارسال سریع و غیرطبیعی تراکنش‌ها (Transaction Submissions) جلوگیری کنند.,,,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.1,مستندسازی امنیت رابط کاربری وب ( Web Frontend Security Documentation),V3.1.1,در مستندات برنامه باید ویژگی‌های امنیتی مربوط به مرورگری که برنامه را اجرا میکند مشخص شده باشد (نظیر استفاده از HTTPS، پشتیبانی از HTTP Strict Transport Security (HSTS)، اجرای Content Security Policy (CSP) و سایر مکانیزم‌های امنیتی مرتبط با HTTP). همچنین در مستندات باید مشخص شود مرورگر در صورت عدم دسترسی به این ویژگی‌ها چه رفتاری باید داشته باشد. (برای مثال: نمایش هشدار به کاربر یا ممانعت از دسترسی به برنامه).,,,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.2,تفسیر ناخواسته محتوا (Unintended Content Interpretation),V3.2.1,کنترل‌های امنیتی متناسب با مرورگر‌ها در هنگام پردازش پاسخ‌های HTTP به منظور جلوگیری از پردازش محتوا یا عملکرد مربوط به آن در شرایط زمینه‌‌ای نادرست باید بکار‌گرفته شود. (برای مثال، زمانی که یک APIیا یک فایل بارگذاری‌شده توسط کاربر یا هر منبع دیگری به‌طور مستقیم درخواست می‌شود).کنترل‌های ممکن می‌توانند شامل این موارد باشند: عدم پردازش محتوا مگر در صورت وجود هدرهای متناسب با درخواست‌های HTTP (مانند ‎Sec-Fetch-*) به منظور اطمیان از صحیح بودن پردازش محتوا یا عملکرد مربوط به . استفاده از عبارت sandbox در هدر Content-Security-Policy یا استفاده از نوعattachment در هدر Content-Disposition .,✓,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.2,تفسیر ناخواسته محتوا (Unintended Content Interpretation),V3.2.2,اطمینان حاصل شود که محتوایی که برای نمایش به‌صورت متن طراحی شده نه برای پردازش به صورتHTML ، با استفاده از توابع امن نظیر CreateTextNode یا textContent به منظور جلوگیری از اجرای ناخواسته محتوایی مانند HTML یا JavaScript پردازش ‌شود.,✓,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.2,تفسیر ناخواسته محتوا (Unintended Content Interpretation),V3.2.3,برنامه هنگام استفاده از جاوااسکریپت سمت کاربر (Client-Side JavaScript)، با استفاده از اعلام متغیرها به‌صورت صریح، انجام بررسی نوع به‌صورت سخت‌گیرانه، اجتناب از ذخیره‌سازی متغیرهای سراسری بر روی شیء document، و پیاده‌سازی ایزولاسیون فضای نام (namespace isolation)، از وقوع DOM Clobbering جلوگیری می‌کند.,,,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.3,پیکربندی کوکی (Cookie Setup),V3.3.1,اطمینان حاصل شود که کوکی‌ها دارای ویژگی ‘Secure’ هستند. در صورتی که از پیشوند ‘__Host-’ برای نام کوکی استفاده نمی‌شود، باید پیشوند__Secure- در نام کوکی لحاظ شده باشد.,✓,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.3,پیکربندی کوکی (Cookie Setup),V3.3.2,اطمینان حاصل شود که مقدار ویژگی SameSite برای هر کوکی، متناسب با هدف آن کوکی تنظیم شده باشد تا میزان آسیب‌پذیری در برابر حملات فریب سمت کلاینت نظیر CSRF کاهش یابد.,,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.3,پیکربندی کوکی (Cookie Setup),V3.3.3,اطمینان حاصل شود که کوکی‌ها از پیشوند __Host- در نام خود استفاده می‌کنند، مگر در مواردی که کوکی به‌طور مشخص برای اشتراک‌گذاری بین چند دامنه (Hosts) طراحی شده باشد.,,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.3,پیکربندی کوکی (Cookie Setup),V3.3.4,اطمینان حاصل شود که اگر مقدار کوکی (مثلاً توکن نشست) نباید برای اسکریپت‌های سمت کلاینت در دسترس باشد، ویژگی HttpOnly باید برای آن کوکی فعال شده باشد، و همچنین مقدار کوکی (مثلاً همان توکن نشست) تنها از طریق هدر Set-Cookie به کلاینت ارسال شود.,,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.3,پیکربندی کوکی (Cookie Setup),V3.3.5,اطمینان حاصل شود که حداکثر مجموع نام و مقدار کوکی از ۴۰۹۶ بایت تجاوز نکند.کوکی‌هایی که بیش از این مقدار باشند توسط مرورگر ذخیره نخواهند شد، و بنابراین در درخواست‌ها ارسال نمی‌شوند؛ موضوعی که ممکن است باعث شود عملکردهایی از برنامه که به آن کوکی وابسته‌اند، غیرفعال یا مختل شوند.,,,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.4,هدرهای مکانیزم‌های امنیتی مرورگر (Browser Security Mechanism Headers),V3.4.1,اطمینان حاصل شود که در تمامی پاسخ‌های HTTP، هدر Strict-Transport-Security وجود دارد تا سیاست HSTS (HTTP Strict Transport Security) اعمال شود. حداقل مقدار max-age باید برابر با یک سال باشد. برای برنامه‌های سطح 2 (L2) و بالاتر، این سیاست باید برای تمام زیردامنه‌ها (subdomains) نیز اعمال شود.,✓,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.4,هدرهای مکانیزم‌های امنیتی مرورگر (Browser Security Mechanism Headers),V3.4.2,اطمینان حاصل شود که هدرAccess-Control-Allow-Origin مربوط به (CORS)، دارای یک مقدار ثابت و مشخص توسط برنامه باشد یا اگر هدر Origin در درخواست مورد استفاده قرار می گیرد باید با فهرستی از مبدأهای مورد اعتماد (Allowlist) اعتبارسنجی شود. در صورتی که استفاده از مقدار * در Access-Control-Allow-Origin تنظیم شده باشد، اطمینان حاصل شود که هیچ اطلاعات حساسی در پاسخ قرار ندارد.,✓,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.4,هدرهای مکانیزم‌های امنیتی مرورگر (Browser Security Mechanism Headers),V3.4.3,اطمینان حاصل شود که تمامی پاسخ‌های HTTP شامل هدر Content-Security-Policy باشند تا ریسک اجرای اسکریپت‌های مخرب (مانند (JavaScript مخرب کاهش یابد. دستورهای object-src 'none' و base-uri 'none' الزامی هستند .برای برنامه‌های سطح 3 (L3)، باید سیاست CSP به‌صورت اختصاصی برای هر پاسخ(Per-response Policy) و مبتنی بر nonce یا hash تعریف شده باشد.,,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.4,هدرهای مکانیزم‌های امنیتی مرورگر (Browser Security Mechanism Headers),V3.4.4,اطمینان حاصل شود که تمامی پاسخ‌ها شامل هدر X-Content-Type-Options: nosniff باشند، این (هدر) به مرورگرها دستور می‌دهد که برای پاسخ دریافتی از Content Sniffing یا حدس‌زدن نوع محتوا (MIME Type Guessing) استفاده نکنند و آن‌ها را ملزم می‌کند که نوع محتوای واقعی را دقیقاً مطابق مقدار هدر Content-Type در درخواست/پاسخ در نظر بگیرند.برای مثال، پاسخ به یک درخواست برای یک فایل استایل (CSS) تنها در صورتی پذیرفته می‌شود که مقدار Content-Type در پاسخ 'text/css' باشد.این کار همچنین امکان استفاده از قابلیت مسدودسازی خواندن منابع از مبدا متفاوت Cross-Origin Read Blocking یا (CORB) توسط مرورگر را فراهم می‌سازد.,,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.4,هدرهای مکانیزم‌های امنیتی مرورگر (Browser Security Mechanism Headers),V3.4.5,"برنامه باید (وب‌سایت یا اپلیکیشن) یک ""Referrer Policy"" (سیاست ارجاع) تنظیم کرده باشد تا از نشت اطلاعات حساس از طریق هدر HTTP به نام Referer به سرویس‌های شخص ثالث جلوگیری شود. این کار را می‌توان از طریق هدر پاسخ HTTP به نام Referrer-Policy یا با استفاده از ویژگی‌هایی در عناصر HTML انجام داد.اطلاعات حساس ممکن است شامل مسیر (Path) و داده‌های کوئری (Query) در آدرس URL باشد، و در مورد برنامه‌های داخلی و غیرعمومی، حتی نام میزبان (hostname) نیز می‌تواند جزو اطلاعات حساس محسوب شود.",,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.4,هدرهای مکانیزم‌های امنیتی مرورگر (Browser Security Mechanism Headers),V3.4.6,برنامه باید از frame-ancestors در هدر Content-Security-Policy (CSP) برای تمام پاسخ‌های HTTP استفاده کند،تا به‌صورت پیش‌فرض، اجازه‌ی نمایش سایت در قالب iframe داده نشود، و فقط در صورت نیاز، نمایش منابع خاص (specific resources) در iframe مجاز باشد.به این نکته توجه کنید که هدر X-Frame-Options با اینکه هنوز توسط برخی مرورگرها پشتیبانی می‌شود، اما قدیمی (obsolete) است و نباید به آن تکیه کرد.,,✓,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.4,هدرهای مکانیزم‌های امنیتی مرورگر (Browser Security Mechanism Headers),V3.4.7,هدر Content-Security-Policy (CSP) باید شامل یک آدرس برای گزارش (Report violation) باشد.,,,✓,,
V3,امنیت رابط کاربری وب (Web Frontend Security),V3.4,هدرهای مکانیزم‌های امنیتی مرورگر (Browser Security Mechanism Headers),V3.4.8,تمام پاسخ‌های HTTP که باعث رندر (نمایش) یک سند می‌شوند مانند (پاسخ‌هایی با نوع محتوا (text/html باید شامل هدر Cross-Origin-Opener-Policy با دستور same-origin یا same-origin-allow-popups باشند (بنا به نیاز). این کار از حملاتی جلوگیری می‌کند که از دسترسی مشترک به اشیای Window سوءاستفاده می‌کنند، مانند حملات tabnabbing و frame counting.,,,✓,,
